manufacturer,device,Network_Technology,Network_2G bands,Network_GPRS,Network_EDGE,Body,Display_Resolution,Main Camera_Video,Selfie camera_Single,Selfie camera_Video,Sound_Loudspeaker,Sound_3.5mm jack ,Comms_WLAN,Comms_Bluetooth,Comms_Positioning,Comms_NFC,Comms_Radio,Comms_USB,Features_Sensors,Battery_Talk time,Misc_Colors,Misc_Price,Network_3G bands,Network_4G bands,Network_,Network_Speed,Platform_GPU,Camera_Features,Memory_,Misc_Models,Body_Build,Main Camera_Triple,Selfie camera_Features,Launch_year,IsAvailable,Battery_Capacity,Battery_Removability,Body_length_mm,Body_width_mm,Body_depth_mm,Body_Weight_g,num_slots_sim,has_mini_sim,has_nano_sim,has_micro_sim,has_e_sim,stand-by_sim,hybrid_sim,display_tech,display_refresh,display_diagonal_inches,display_area_cm2,display_screen_body_ratio,display_width_px,display_height_px,display_density,platform_os,platform_os_ver,platform_chipset_manufacturer,platform_chipset_details,platform_chipset_node,platform_cpu_count,platform_cpu_speed_ghz,memory_card_slot,memory_internal_storage,memory_ram,main_camera_single_mp
micromax,micromax_bharat_2_q402,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,,,,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,No,FM radio,microUSB 2.0,Accelerometer,,Gold,About 50 EUR,HSDPA 900 / 2100 ,"3, 5, 40",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,LED flash,,"Q402, Q402Plus",,,,2017,1,1300,0,125.0,63.4,10.3,120,2,0,0,1,0,1,0,tft,60,4.0,45.5,57.5,480,800,233,android,6.0,spreadtrum,,,4,1.1,microsdhc,4.0,0.512,2
micromax,micromax_bharat_5_pro,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~282 ppi density)",720p@30fps,5 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,No,FM radio,"microUSB 2.0, OTG",Accelerometer,,Black,About 8000 INR,HSDPA 900 / 2100 ,"1, 3, 5, 40, 41",,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",Mali-T720,LED flash,eMMC 5.0,B5Pro,,,LED flash,2018,1,5000,0,149.5,73.5,9.8,170,2,0,1,1,0,1,1,ips lcd,60,5.2,74.5,67.8,720,1280,282,android,7.0,mediatek,,,4,1.3,microsdxc,32.0,3.0,13
micromax,micromax_a110_canvas_2,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,,,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity",Up to 5 h,"Black, White",About 160 EUR,HSDPA 2100 ,,,HSPA 21.1/5.76 Mbps,PowerVR SGX531,Dual-LED flash,,,,,,2012,1,2000,1,147.0,76.5,9.7,168,2,1,0,0,0,0,0,ips lcd,60,5.0,68.9,61.3,480,854,196,android,4.0.4,mediatek,,,2,1.0,microsdhc,0,0.512,8
microsoft,microsoft_lumia_650,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"720 x 1280 pixels, 16:9 ratio (~297 ppi density)",720p@30fps,"5 MP, f/2.2",720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.1, A2DP, LE","GPS, GLONASS, BDS",Yes,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 16 h (2G) / Up to 13 h (3G),"Black, White",About 150 EUR,HSDPA 850 / 900 / 2100 ,"1, 3, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Adreno 304,LED flash,eMMC 4.5,,"Glass front (Gorilla Glass 3), plastic back, aluminum frame",,,2016,1,2000,1,142.0,70.9,6.9,122,1,0,1,0,0,0,0,oled,60,5.0,67.5,67.1,720,1280,297,microsoft,windows,qualcomm,,,4,1.3,microsdxc,16.0,1.0,8
microsoft,microsoft_lumia_950_xl,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1440 x 2560 pixels, 16:9 ratio (~518 ppi density)","4K@30fps,  stereo sound rec., 1080p@30/60fps (after SW update)","5 MP, f/2.4",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.1, A2DP","GPS, GLONASS, BDS",Yes,FM radio,USB Type-C 3.1,"Iris scanner, accelerometer, gyro, proximity, compass, barometer, sensor core",Up to 25 h (2G) / Up to 19 h (3G),"Black, White",About 350 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 20, 28, 38, 40 - EMEA","1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40, 41 - USA","HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps",Adreno 430,"Zeiss optics, triple-LED RGB flash, panorama, HDR",eMMC 5.0,,,,,2015,1,3340,1,151.9,78.4,8.1,165,0,0,1,0,0,0,0,amoled,60,5.7,88.5,74.3,1440,2560,518,microsoft,windows,qualcomm,,,8,2.0,microsdxc,32.0,3.0,20
microsoft,microsoft_lumia_950,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1440 x 2560 pixels, 16:9 ratio (~564 ppi density)","4K@30fps,  stereo sound rec., 1080p@30/60fps (after SW update)","5 MP, f/2.4",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.1, A2DP","GPS, GLONASS, BDS",Yes,FM radio,USB Type-C 3.1,"Iris scanner, accelerometer, gyro, proximity, compass, barometer, sensor core",Up to 23 h (2G) / Up to 18 h (3G),"Black, White",About 280 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40 - EMEA","1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40, 41 - USA","HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps",Adreno 418,"Zeiss optics, triple-LED RGB flash, panorama, HDR",eMMC 5.0,,,,,2015,1,3000,1,145.0,73.2,8.2,150,0,0,1,0,0,0,0,amoled,60,5.2,74.8,70.5,1440,2560,564,microsoft,windows,qualcomm,,,6,1.8,microsdxc,32.0,3.0,20
microsoft,microsoft_lumia_640_lte,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",1080p@30fps,1 MP,720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP","GPS, GLONASS, BDS",Yes,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Up to 26 h 30 min (2G) / Up to 17 h 30 min (3G),"Glossy cyan, Orange, White, Matte black",About 120 EUR,HSDPA 850 / 900 / 2100 ,"1, 3, 7, 8, 20","1, 2, 4, 5, 7, 12, 17 - T-Mobile","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Adreno 305,LED flash,eMMC 4.5,,,,,2015,1,2500,1,141.3,72.2,8.8,145,0,0,0,1,0,0,0,ips lcd,60,5.0,68.9,67.6,720,1280,294,microsoft,windows,qualcomm,,,4,1.2,microsdxc,8.0,1.0,8
microsoft,microsoft_lumia_950_xl_dual_sim,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1440 x 2560 pixels, 16:9 ratio (~515 ppi density)","4K@30fps,  stereo sound rec., 1080p@30/60fps (after SW update)","5 MP, f/2.4",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.1, A2DP","GPS, GLONASS, BDS",Yes,FM radio,USB Type-C 3.1,"Iris scanner, accelerometer, gyro, proximity, compass, barometer, sensor core",Up to 25 h (2G) / Up to 19 h (3G),"Black, White",About 350 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Adreno 430,"Zeiss optics, triple-LED RGB flash, panorama, HDR",eMMC 5.0,,,,,2015,1,3340,1,151.9,78.4,8.1,165,2,0,1,0,0,1,0,amoled,60,5.7,89.6,75.2,1440,2560,515,microsoft,windows,qualcomm,,,8,2.0,microsdxc,32.0,3.0,20
microsoft,microsoft_lumia_535,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"540 x 960 pixels, 16:9 ratio (~220 ppi density)",480p@30fps,5 MP,720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP, LE, aptX","GPS, GLONASS",No,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 11 h (2G) / Up to 13 h (3G),"Orange, green, white, black, gray, blue",About 80 EUR,HSDPA 900 / 2100 ,,,HSPA 42.2/5.76 Mbps,Adreno 302,LED flash,eMMC 4.5,,,,,2014,1,1905,1,140.2,72.4,8.8,146,0,0,0,1,0,0,0,ips lcd,60,5.0,68.9,67.9,540,960,220,microsoft,windows,qualcomm,,,4,1.2,microsdxc,8.0,1.0,5
microsoft,microsoft_lumia_640_xl,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"720 x 1280 pixels, 16:9 ratio (~259 ppi density)",1080p@30fps,5 MP,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP","GPS, GLONASS, BDS",Yes,FM radio,microUSB 2.0,"Accelerometer, proximity, compass, sensor core",Up to 31 h 20 min (2G) / Up to 23 h 40 min (3G),"Matte cyan, Orange, Black, Matte white, Glossy white",About 170 EUR,HSDPA 850 / 900 / 1900 / 2100 ,,,HSPA 42.2/5.76 Mbps,Adreno 305,"Zeiss optics, LED flash",eMMC 4.5,,,,,2015,1,3000,1,157.9,81.5,9.0,171,0,0,0,1,0,0,0,ips lcd,60,5.7,88.9,69.1,720,1280,259,microsoft,windows,qualcomm,,,4,1.2,microsdxc,8.0,1.0,13
microsoft,microsoft_lumia_540_dual_sim,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",480p@30fps,5 MP,480p,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP","GPS, GLONASS",No,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 26 h (2G) / Up to 15 h (3G),"Orange, white, black, gray, blue",About 100 EUR,HSDPA 900 / 2100 ,,,HSPA 42.2/5.76 Mbps,Adreno 302,LED flash,eMMC 4.5,,,,,2015,1,2200,1,144.0,73.7,8.6,152,2,0,0,1,0,1,0,ips lcd,60,5.0,68.9,64.9,720,1280,294,microsoft,windows,qualcomm,,,4,1.2,microsdxc,8.0,1.0,8
microsoft,microsoft_lumia_535_dual_sim,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"540 x 960 pixels, 16:9 ratio (~220 ppi density)",480p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP, LE, aptX","GPS, GLONASS",No,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 11 h (2G) / Up to 13 h (3G),"Orange, green, white, black, gray, blue",About 80 EUR,HSDPA 900 / 2100 - RM-1090,,HSDPA 850 / 900 / 1900 / 2100 - RM-1092,HSPA 42.2/5.76 Mbps,Adreno 302,LED flash,eMMC 4.5,,,,,2014,1,1905,1,140.2,72.4,8.8,146,2,0,0,1,0,1,0,ips lcd,60,5.0,68.9,67.9,540,960,220,microsoft,windows,qualcomm,,,4,1.2,microsdxc,8.0,1.0,5
mitac,mitac_mio_a501,GSM,GSM 850 / 900 / 1800 / 1900 ,Class 10,Class 10,,"240 x 320 pixels, 4:3 ratio (~148 ppi density)",Yes,,,Yes,No,No,"2.0, A2DP","GPS, SiRF Star III chipset",,No,1.1,,Up to 4 h 30 min,Gray,About 210 EUR,,,,,,LED flash,,,,,,2007,1,1050,1,95.7,59.6,20.7,135,0,1,0,0,0,0,0,tft resistive touchscreen,60,2.7,.6,39.6,240,320,148,windows,mobile,ti,,,,0.2,"sd/mmc,",0.256,0.064,2
mitac,mitac_mio_a502,GSM,GSM 850 / 900 / 1800 / 1900 ,Class 10,,,"240 x 320 pixels, 4:3 ratio (~148 ppi density)",Yes,,,Yes,No,No,2,"GPS, SiRF Star III chipset",,No,miniUSB 2.0,,,Gray,,,,,,,LED flash,,,,,,2007,1,1050,1,95.7,59.6,20.7,135,0,1,0,0,0,0,0,tft resistive touchscreen,60,2.7,.6,39.6,240,320,148,windows,mobile,ti,,,,0.2,"sd/mmc,",0,0.064,2
mitac,mitac_mio_a702,GSM,GSM 850 / 900 / 1800 / 1900 ,Class 10,Class 10,,"240 x 320 pixels, 4:3 ratio (~148 ppi density)",Yes,,,Yes,No,Wi-Fi 802.11 b/g,2,"GPS, SiRF Star III chipset",,No,miniUSB 1.1,,Up to 4 h,,About 340 EUR,,,,,,LED flash,,,,,,2007,1,1130,1,110.0,57.5,16.5,148,0,1,0,0,0,0,0,tft resistive touchscreen,60,2.7,.6,35.7,240,320,148,microsoft,windows,ti,,,,0.2,microsd,0,0.064,3.15
mitac,mitac_mio_explora_k70,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"240 x 400 pixels, 5:3 ratio (~133 ppi density)",Yes,VGA videocall camera,,Yes,No,Wi-Fi 802.11 b/g,"2.1, A2DP","GPS, Qualcomm gpsOne",,No,miniUSB 2.0,Accelerometer,Up to 4 h 30 min,Black,,HSDPA 850 / 1900 / 2100 ,,,HSPA,Adreno 130,,,,,,,2009,1,1000,1,115.3,61.5,11.9,115,0,1,0,0,0,0,0,tft resistive touchscreen,60,3.5,34.9,49.2,240,400,133,windows,mobile,qualcomm,,,,0.011,microsd,0,0.128,3.15
motorola,motorola_moto_g04,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,Water-repellent design,"720 x 1612 pixels, 20:9 ratio (~269 ppi density)",1080p@30fps,"5 MP, f/2.2, (wide)",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.0, A2DP, LE","GPS, GALILEO, GLONASS",Yes (market/region dependent),No,USB Type-C 2.0,"Fingerprint (side-mounted), accelerometer, proximity",,"Concord Black, Sea Green, Satin Blue, Sunrise Orange",C$ 176.60 / £ 107.83 / € 122.04,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,"HSPA, LTE",Mali-G57 MP1,"LED flash, HDR",UFS 2.2,XT2421-2,"Glass front, plastic frame, plastic back",,HDR,2024,1,5000,0,163.5,74.5,8.0,178.8,1,0,1,0,0,0,0,ips lcd,90,6.56,103.4,84.9,720,1612,269,android,14,unisoc,,,8,1.6,microsdxc,128.0,8.0,16
mwg,mwg_ubiquio_501,GSM,GSM 900 / 1800 / 1900 ,Class 10,No,,"240 x 320 pixels, 4:3 ratio (~160 ppi density)",Yes,,,Yes,No,Wi-Fi 802.11b/g,"1.2, A2DP",No,,No,miniUSB 1.1,,,Black,,,,,,,,,,,,,2008,1,1250,1,122.0,65.0,13.5,120,0,1,0,0,0,0,0,tft resistive touchscreen,60,2.5,19.4,24.4,240,320,160,microsoft,windows,ti,,,,0.2,minisd,0,0.064,2
niu,niu_tek_4d2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",480p@30fps,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP",GPS,No,Stereo FM radio,microUSB 2.0,Accelerometer,Up to 8 h (2G) / Up to 6 h (3G),"Black, Gray, White, Blue, Orange",,HSDPA 850 / 1900 -  SIM 1 & SIM 2 - TM4D2I043,,,HSPA 21.1/5.76 Mbps,Mali-400,"LED flash, panorama",,,,,,2014,1,1200,1,123.0,63.0,10.3,152,2,1,0,1,0,0,0,tft,60,4.0,45.5,58.8,480,800,233,android,4.4.2,mediatek,,,2,1.0,microsdxc,4.0,0.512,3.15
niu,niu_niutekq_n108,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,Up to 48 kbps,No,,"480 x 320 pixels, 3:2 ratio (~251 ppi density)",Yes,,,Yes,Yes,Wi-Fi 802.11 b/g,2,"GPS, A-GPS",,"Stereo FM radio, recording",microUSB,"Accelerometer, compass",Up to 3 h,"Black, White",About 70 EUR,,,GSM 850 / 900 / 1800 / 1900 - SIM 2,,,LED flash,,,,,,2012,1,1000,1,107.9,59.4,13.7,73,2,1,0,0,0,0,0,tft resistive touchscreen,60,2.3,15.8,24.6,480,320,251,android,2.2,mediatek,,,,0.416,microsdhc,0.256,0.128,2
niu,niu_niutek_n109,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,Up to 48 kbps,No,,"320 x 480 pixels, 3:2 ratio (~206 ppi density)",Yes,,,Yes,Yes,Wi-Fi 802.11 b/g,2,"GPS, A-GPS",,"Stereo FM radio, recording",microUSB,"Accelerometer, compass",Up to 3 h,"Black, White",About 60 EUR,,,GSM 850 / 900 / 1800 / 1900 - SIM 2,,,LED flash,,,,,,2012,1,1000,1,107.8,58.2,13.7,71,2,1,0,0,0,0,0,tft resistive touchscreen,60,2.8,3.3,37.2,320,480,206,android,2.2,mediatek,,,,0.416,microsdhc,0.256,0.128,2
niu,niu_niutek_3g_4_0_n309,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g, hotspot",2.1,GPS,,Stereo FM radio,microUSB,"Accelerometer, proximity",Up to 16 h (2G) / Up to 7 h (3G),"Black, White",About 150 EUR,HSDPA 850 / 1900 - SIM 1 only,,,HSPA 14.4/5.76 Mbps,PowerVR SGX531,LED flash,,,,,,2012,1,1650,1,123.5,65.0,10.5,71,2,1,0,0,0,0,0,tft,60,4.0,45.5,56.7,480,800,233,android,2.3,mediatek,,,,1.0,microsdhc,0.512,0.512,5
niu,niu_niutek_3_5d2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",480p@30fps,VGA,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","3.0, A2DP",GPS,No,Stereo FM radio,microUSB 2.0,Accelerometer,Up to 8 h (2G) / Up to 6 h (3G),"Black, White, Blue, Green, Red",,HSDPA 850 / 1900 -  SIM 1 & SIM 2 - TM35D2H043,,,HSPA 21.1/5.76 Mbps,Mali-400,"LED flash, panorama",,,,,,2014,1,1200,1,116.0,61.0,11.5,98,2,1,0,1,0,0,0,tft,60,3.5,36.5,51.5,320,480,165,android,4.2,mediatek,,,2,1.0,microsdxc,2.0,0.256,2
niu,niu_tek_5d,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"480 x 854 pixels, 16:9 ratio (~245 ppi density)",480p@30fps,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP",GPS,No,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 15 h (2G) / Up to 12 h (3G),Black,,HSDPA 850 / 1900 -  SIM 1 & SIM 2 - TM5DI043,,,HSPA 21.1/5.76 Mbps,Mali-400,LED flash,,,,,,2015,1,2000,1,156.3,74.2,9.3,150,2,1,0,1,0,0,0,tft,60,5.0,44.1,38.0,480,854,245,android,4.4.2,mediatek,,,2,1.0,microsdxc,4.0,0.512,5
niu,niu_andy_5ei,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",480p@30fps,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","3.0, A2DP",GPS,No,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 16 h (2G) / Up to 7 h 30 min (3G),"Black, White, Red, Blue, Green",,HSDPA 900 / 2100 - SIM 1 or SIM 2,,HSDPA 850 / 2100 - SIM 1 or SIM 2,HSPA 21.1/5.76 Mbps,Mali-400,LED flash,,,,,,2014,1,1550,1,142.8,73.4,9.5,160,2,1,0,1,0,0,0,tft,60,5.0,68.9,65.7,480,854,196,android,4.2,mediatek,,,2,1.0,microsdxc,4.0,0.512,5
nvidia,nvidia_shield,No cellular connectivity, N/A,No,No,Stylus,"1920 x 1200 pixels, 16:10 ratio (~283 ppi density)",Yes,5 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP, LE",GPS,No,No,microUSB 2.0,"Accelerometer, gyro, compass",,Black,About 230 EUR,,,,,ULP GeForce Kepler (192 cores),HDR,,,,,HDR,2014,1,5400,0,221.0,126.0,9.2,390,0,0,0,0,0,0,0,ips lcd,60,8.0,185.6,66.6,1920,1200,283,android,4.4.2,nvidia,,,4,2.2,microsdxc,16.0,2.0,5
nvidia,nvidia_shield_lte,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,,,Stylus,"1920 x 1200 pixels, 16:10 ratio (~283 ppi density)",Yes,5 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP, LE","GPS, GLONASS",No,No,microUSB 2.0,"Accelerometer, gyro, compass",,Black,About 300 EUR,HSDPA 850 / 1700 / 1900 / 2100 - North America,"2, 4, 5, 7, 17 - North America","1, 3, 7, 20","HSPA, LTE",ULP GeForce Kepler (192 cores),HDR,,,,,HDR,2014,1,5400,0,221.0,126.0,9.2,390,0,0,0,1,0,0,0,ips lcd,60,8.0,185.6,66.6,1920,1200,283,android,4.4.2,nvidia,,,4,2.2,microsdxc,32.0,2.0,5
o2,o2_xda_guide,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",CIF,,,Yes,No,Wi-Fi 802.11 b/g,"2.0, A2DP","GPS, A-GPS; TomTom NAVIGATOR 7",,No,miniUSB,,Up to 6 h 30 min,Grey,,HSDPA 2100 ,,,HSPA,No,,,,,,,2008,1,1110,1,102.0,53.5,14.5,102,0,1,0,0,0,0,0,tft resistive touchscreen,60,2.8,4.3,44.5,240,320,143,microsoft,windows,qualcomm,,,,0.011,microsd,0,0.256,3.15
o2,o2_xda_stellar,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",Yes,VGA videocall camera,,Yes,No,Wi-Fi 802.11b/g,2,"GPS, A-GPS",,No,2,,Up to 5 h,Silver,,HSDPA 850 / 1900 / 2100 ,,,HSPA 3.6/0.384 Mbps,Adreno 130,,,,,,,2007,1,1350,1,112.0,59.0,18.6,190,0,1,0,0,0,0,0,tft resistive touchscreen,60,2.8,4.3,36.7,240,320,143,microsoft,windows,qualcomm,,,,0.011,microsd,0,0.128,3.15
o2,o2_xda_ignito,GSM / HSPA,GSM 900 / 1800 / 1900 ,,,,"480 x 640 pixels, 4:3 ratio (~286 ppi density)",CIF@30fps,VGA videocall camera,,Yes,No,Wi-Fi 802.11 b/g,"2.0, A2DP","GPS, A-GPS",,"Stereo FM radio, RDS",miniUSB,Accelerometer,Up to 5 h 30 min,Black,,HSDPA 2100 ,,,HSPA 7.2/0.384 Mbps,Adreno 130,,,,,,,2008,1,900,1,102.0,51.0,11.5,110,0,1,0,0,0,0,0,tft resistive touchscreen,60,2.8,4.3,46.7,480,640,286,microsoft,windows,qualcomm,,,,0.011,no,4.0,0.192,3.15
o2,o2_xda_mini_s,GSM,GSM 850 / 900 / 1800 / 1900 ,Class 10,Yes,,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",Yes,,,Yes,No,Wi-Fi 802.11b/g,2,No,,No,miniUSB,,Up to 5 h,Silver,,,,,,,LED flash,,,,,,2005,1,1200,1,108.0,58.0,23.0,160,0,1,0,0,0,0,0,tft resistive touchscreen,60,2.8,4,,240,320,143,microsoft,windows,ti,,,,0.2,"minisd,",0,0.064,1.3
o2,o2_xda_neo,GSM,GSM 850 / 900 / 1800 / 1900 ,Class 10,Class 10,,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",CIF,,,Yes,No,Wi-Fi 802.11b/g,2,No,,No,miniUSB,,Up to 5 h,Stylish black,About 300 EUR,,,,,,,,,,,,2006,1,1200,1,108.8,59.3,18.4,150,0,1,0,0,0,0,0,tft resistive touchscreen,60,2.8,4,,240,320,143,microsoft,windows,ti,,,,0.2,sd/mmc,0,0.064,2
orange,orange_san_francisco,GSM / HSPA,GSM 900 / 1800 / 1900 ,,,,"480 x 800 pixels, 5:3 ratio (~267 ppi density)",Yes,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP, EDR","GPS, A-GPS",,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Up to 4 h,Black,,HSDPA 900 / 2100 ,,,HSPA 7.2/5.76 Mbps,Adreno 200,,,,,,,2011,1,1250,1,116.0,56.5,11.8,130,0,1,0,0,0,0,0,amoled,60,3.5,34.9,53.2,480,800,267,android,2.1,qualcomm,,,,0.011,microsdhc,0.512,0.512,3.15
orange,orange_hiro,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"480 x 854 pixels, 16:9 ratio (~228 ppi density)",720p,Yes,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,GPS,No,No,microUSB 2.0,"Accelerometer, proximity",,Black,,HSDPA 2100 ,,,HSPA,Mali-400,LED flash,,,,,,2013,1,1700,1,127.1,62.0,8.0,96,0,0,0,0,0,0,0,ips lcd,60,4.3,51.0,64.7,480,854,228,android,4.1,mediatek,,,2,1.3,microsdhc,4.0,0.512,5
orange,orange_reyo,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",720p@30fps,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Up to 6 h 40 min,White,,HSDPA 900 / 2100 ,,,HSPA,Mali-400,LED flash,,,,,,2014,1,2000,1,143.0,72.0,9.1,130,0,1,0,0,0,0,0,ips lcd,60,5.0,68.9,66.9,480,854,196,android,4.2.2,mediatek,,,2,1.3,microsdhc,4.0,1.0,5
